id,name,country,type,subtype,claim_tco2_yr,aoi_or_loc,metric_pre,metric_post,metric_change_pct,implied_claimed,implied_observed,ratio_obs_to_claim,n_observations,implied_capture_rate,severity,scan_status
3772,RE.GREEN AMAZON FOREST REFORESTATION/RESTORATION PROJECT,Brazil,forest,ARR,1062800,7373.1599766513555,28.679515218915387,48.689379413489284,69.7705802968961,6441.212121212121,-20.009864194573897,-0.0031065370644568057,,,RED_FLAG_NEGATIVE,ok
4429,Management of Community Forests for the Reduction of Deforestation in the Peruvian Amazon,Peru,forest,REDD,1039475,1973.633983429468,5.110943426730649,28.304800300845397,453.80774032459436,6299.848484848485,-23.193856874114747,-0.003681653127039066,,,RED_FLAG_NEGATIVE,ok
1311,"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar",Madagascar,forest,REDD,1011973,36721.04191908412,152.5106277107322,916.100900760896,500.6800408024483,6133.169696969697,-763.5902730501639,-0.12450173577089216,,,RED_FLAG_NEGATIVE,ok
2558,ABC Norte REDD Project,Brazil,forest,REDD,1004626,984006.7173655222,5596.819756449744,10309.979081348987,84.21138307103466,6088.642424242425,-4713.159324899243,-0.7740903466647041,,,RED_FLAG_NEGATIVE,ok
1622,REDD+ Project for Caribbean Guatemala: The Conservation Coast,Guatemala,forest,REDD,728161,14494.048886554372,18.44757076680688,100.80263592350106,446.42769607843144,4413.09696969697,-82.35506515669418,-0.018661512702348164,,,RED_FLAG_NEGATIVE,ok
3590,Jutaituba REDD+ Project,Brazil,forest,REDD,600694,486912.36622278683,2366.5361201343676,5027.687421384919,112.44921548459001,3640.569696969697,-2661.151301250551,-0.7309711179175103,,,RED_FLAG_NEGATIVE,ok
3727,Corridors for Life ARR Grouped Project,Brazil,forest,ARR,584276,1761660.3770424183,903.8930173518389,908.8051868909007,0.5434458995438533,3541.0666666666666,-4.912169539061779,-0.0013872005250005024,,,RED_FLAG_NEGATIVE,ok
1686,Agrocortex REDD Project,Brazil,forest,REDD,483594,187552.69304455037,13.948038377021634,154.26754367866505,1006.0160540768904,2930.8727272727274,-140.3195053016434,-0.04787635573388247,,,RED_FLAG_NEGATIVE,ok
1067,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park within the area of Madre de Dios region –Peru,Peru,forest,REDD,457750,1941.5876207003616,0.9058585184447738,6.060624849594796,569.047619047619,2774.242424242424,-5.1547663311500225,-0.0018580807092075451,,,RED_FLAG_NEGATIVE,ok
1897,Ntakata Mountains REDD,Tanzania,forest,REDD,420200,1888.4594959918786,2.8729783689902604,15.234553878158453,430.2703996171333,2546.6666666666665,-12.361575509168192,-0.004854021796793793,,,RED_FLAG_NEGATIVE,ok
1389,Acapa -­ Bajo Mira Y Frontera REDD+ Project,Colombia,forest,REDD,404786,6108.3313067384815,2.567326849661637,9.148081054070705,256.3270899954318,2453.2484848484846,-6.580754204409068,-0.002682465410679955,,,RED_FLAG_NEGATIVE,ok
4888,OYU - Reforesting Uganda for a better tomorrow,Uganda,forest,ARR,379891,3251.0234317160025,62.2116597451466,99.91135514488037,60.59908312070856,2302.369696969697,-37.69969539973378,-0.016374301420555036,,,RED_FLAG_NEGATIVE,ok
5511,Brazil Cerrado 1,Brazil,forest,ARR,351328,17012.51429770362,6.877750417036869,9.228462273569756,34.17849898580124,2129.2606060606063,-2.350711856532887,-0.0011040038264184076,,,RED_FLAG_NEGATIVE,ok
1325,Village Climate Solutions,Tanzania,forest,REDD,350721,410053.1637351716,1639.21606060024,4119.891093668589,151.3330117178078,2125.581818181818,-2480.675033068349,-1.1670569497015508,,,RED_FLAG_NEGATIVE,ok
